organization,count,usgs,id
University of Texas at Austin,3,False,12430
Boise State University,2,False,16201
University of Michigan-Flint,1,False,27267
"German Aerospace Center (DLR), Institut für Optische Sensorsysteme",2,False,27020
"Laboratoire de Géologie de Lyon, Ecole Normale Supérieure de Lyon and Université Claude Bernard Lyon",2,False,25661
Imperial College London,3,False,24608
Universite de Nantes,2,False,27021
Western Washington University,2,False,12723
"Muséum National d’Histoire Naturelle, Paris, France",2,False,13448
Lunar and Planetary Institute,1,False,12445
"Dept. of Chemistry, Brandeis University, Waltham, MA",1,False,27307
The Wilderness Society,1,False,27234
University of Münster,1,False,25445
University of East Anglia,1,False,16617
Kostanai State University,1,False,25446
Kasachstanreisen,1,False,25448
Ornithological Society of the Middle East and Central Asia,1,False,25449
Association for the Conservation of Biodiversity of Kazakhstan,1,False,25450
Sibeocenter,1,False,25451
University of Turku,1,False,25452
"Department of Biology, Georgetown University, Washington DC",2,False,7145
"Dep't of Biology, Georgetown U., Washington D.C., NIH, Bethesda, MD",2,False,25339
Idaho Department of Environmental Quality,2,False,6912
"National Council of Research, Palermo, Italy",1,False,25432
National Water Quality Laboratory,1,True,452
Humboldt State University,2,False,7067
International Crops Research Institute for the Semi Arid Tropics (ICRISAT),2,False,7069
USGS -Volunteer,1,False,25578
US Environmental Protection Agency,1,False,13529
University of Western Ontario,2,False,13255
NOAA/NMFS Restoration Center,1,False,25574
"USDA, Forest Service, Pacific Northwest Research Station",2,False,25384
"USDA, Forest Service, Pacific Northwest Research Station; Washington Dept of Natural Res, Olympia, WA",1,False,25385
"USDA, Forest Service, Pacific Northwest Research Station, Corvallis",1,False,25386
"Bangor University, Wales, UK",1,False,25399
"Michigan Department of Natural Resources, Fisheries Research Station–Alpena",3,False,7024
"U Washington, Seattle, WA",1,False,25403
"U of Washington, Seattle, WA",1,False,25404
"University of Birmingham, UK",1,False,27144
"University of South Carolina, Columbia, SC",1,False,27143
University of South Florida,7,False,7163
"Lunar and Planetary Laboratory, 1629 E. University Blvd., The University of Arizona, Tucson, AZ 85721, United States",1,False,25655
Missouri State University,1,False,16806
Univ. of Kentucky,1,False,27177
"Consultant, Des Peres, Missouri",1,False,27178
"(AFL) Biology Department, George Mason University, Fairfax, Virginia 22030-4444, U.S.A",1,False,27139
NIWA,1,False,25457
Whitman College,1,False,16752
U. of Aberdeen,1,False,25458
WHOI,1,False,16633
SIO,1,False,25459
UH,1,False,25429
U. Aberdeen,1,False,25460
NOC,1,False,25461
SUNY – College at Brockport,1,False,27569
North Dakota Climate Office,2,False,13555
"LimnoTech, 501 Avis Drive, Ann Arbor, Michigan, USA 48108",1,False,25325
"U.S. Environmental Protection Agency, 1200 Pennsylvania Ave., NW, Washington, DC, USA  20460",2,False,25326
"Computer Sciences Corporation, John C. Stennis Space Centre, MS",1,False,25312
U.S. Department of Agriculture Agricultural Research Service,1,False,25309
"Environmental Quality Division, National Park Service, Fort Collins, Colorado",3,False,7016
"InfraTerra, Inc.",1,False,27167
"Joint Postdoctoral Fellow, Harvard University and the University of Massachusetts Boston",1,False,24806
"Department of Biology, Middle Tennessee State University",1,False,24807
"University of Florida, School of Natural Resources and Environment",1,False,25269
"University of Western Australia, School of Anatomy, Physiology and Human Biology",1,False,25270
"Yellowstone Wolf Project, Yellowstone National Park, WY, USA; College of Forestry and Conservation, University of Montana, Missoula, MT, USA",1,False,16224
"University of Wollongong, School of Biological Sciences",1,False,25271
NWB Sensors Inc,1,False,25272
"Montana State University, Chemical and Biological Engineering Department",1,False,25273
"Wyoming Game and Fish Department, Wildlife Disease Laboratory, Laramie, Wyoming 82070",1,False,5100
"College of Staten Island, Staten Island, New York",1,False,12576
"Biology Dept., College of Staten Island, City University of New York",1,False,25274
"National Marine Fisheries Service, Miami, FL",1,False,16119
The Nippon Dental University,1,False,6982
"National Centre for Groundwater Reserach and Training, Flinders Univ.",2,False,24501
Utah State University,8,False,6682
"San Francisco Bay Regional Water Quality Control Board, Oakland, CA",1,False,27173
"UC Davis, Tahoe Environmental Research Center",1,False,27174
"University of Tasmania, Australian Maritime College & UC Davis",1,False,27175
"UC Davis, Tahoe Environmental Research Center & Dept of Civil & Environ. Engineering",1,False,27176
Alaska Department of Natural Resources Division of Agriculture,1,False,27188
Charles Darwin University,1,False,12877
"Department of Ecology and Evolutionary Biology, University of Kansas",1,False,25342
"American Bureau of Shipping, Corporate Marine Technology",2,False,12773
"Present address: Minnesota Pollution Control Agency, 520 Lafayette Road N., St. Paul, MN 55155",1,False,17765
"National Wildlife Research Center, United States Department of Agriculture, 4101 Laporte Ave., Fort Collins, CO, 80526",1,False,27093
"Wildlife Ecology and Conservation, Range Cattle Research and Education Center, University of Florida, 3401 Experiment Station, Ona, Florida 33865 USA",1,False,27096
"East Foundation, 200 Concord Plaza Drive, Suite 410, San Antonio, Texas 78216 USA",1,False,27097
"Texas A&M AgriLife Research, 1619 Garner Field Road, Uvalde, Texas 78801 USA",1,False,27098
"USDA/APHIS/Wildlife Services, 602 Duncan Drive, Auburn, Alabama 36849 USA",1,False,27095
"Department of Wildlife Ecology and Conservation, University of Florida, Gainesville, Florida 32611 USA",1,False,27099
"Santa Lucia Conservancy, 26700 Rancho San Carlos Road, Carmel, California 93923 USA",1,False,27100
"Delta Modeling Associates, Inc.",1,False,27140
"Churchill Northern Studies Centre, P.O. Box 610, Churchill, Manitoba, R0B 0E0, Canada",1,False,25316
"University of North Carolina, Wilmington",1,False,24668
Korea Institute of Geoscience and Mineral Resources,1,False,24820
Nevada State College,1,False,24777
"Coastal Resources Group, Salt Springs, FL",1,False,24798
"Sanibel-Captiva Conservation Foundation, Sanibel, FL",1,False,24799
"Charles Darwin University, Research Institute for Environment and Livelihoolds, AUS",1,False,24800
"Federal University of Santa Catarina, Dept. Ecology and Zoology, Brazil",1,False,24801
"Southwest Florida Regional Planning Council, Fort Myers, FL",1,False,24802
USGS FRESC,1,False,24728
Harvard Forest,1,False,24712
"Graduate Student, SUNY College of Environmental Science & Forestry",2,False,24722
"Associate Professor, Forest & Natural Resources, SUNY College of ESF",1,False,24723
"Professor of Biology & Environmental Studies, Colgate University",1,False,24724
"U.S. Forest Service, Rocky Mountain Region, Golden, CO",1,False,27147
"National Park Service, Air Resources Division, Denver, CO",1,False,27148
"U.S. Forest Service, Northern and Intermountain Regions, Bozeman, MT",1,False,27149
"Center for Western Weather and Water Extremes, Scripps Institution of Oceanography, University of California, San Diego",1,False,24837
"Earth Systems Research Lab, NOAA",2,False,17953
"Ecosystem Science Division, Department of Environmental Science",2,False,24725
Delta Stewardship Council,1,False,24727
Smithsonian Tropical Research Institute,1,False,12671
"Department of Land, Air and Water Resources",1,False,24726
"Poultry Research Laboratory, Agricultural Research Service, U.S. Department of Agriculture, Athens, Georgia, USA",1,False,13585
University of Georgia,5,False,12697
"Department of Natural Resource Management, South Dakota State University, Brookings, SD",2,False,16687
Western States Water Council,1,False,25336
Aquatic Informatics,1,False,25337
"School of Aquatic and Fishery Sciences, UW, Box 355020, Seattle, WA",1,False,24670
Piedmont College,1,False,27325
"Department of Environmental Health Science, College of Public Health, University of Georgia",1,False,27326
Temple University,2,False,12547
Penn State,2,False,6975
University North Carolina,1,False,25243
International Atomic Energy Agency,1,False,17794
Indian Institute of Technology,1,False,7210
Iowa State University,4,False,6911
Confederated Salish & Kootenai Tribes,1,False,24652
Lamar University,1,False,24666
CDM Smith,1,False,24667
Macquarie University,1,False,16788
Hawaii Cooperative Studies Unit,2,False,24621
"Carnegie Mellon University, Silicon Valley",1,False,20319
"University of Idaho, Fish and Wildlife Sciences",3,False,13247
"Dept. of Botany and Zoology, Masaryk University, Brno, Czech Republic",1,False,24568
"Dept. of Botany and Zoology, Masaryk University, Brno, Czech Republica",1,False,24569
"School of Plant Biology, Stellenbosch University, South Africa",1,False,24570
"Dept. of Evolution and Ecology, University of California, Davis, CA",1,False,24571
"University of California, Santa Cruz",7,False,6949
"Florida State University Coastal and Marine Laboratory, Teresa, FL",1,False,24623
"NOAA/NMFS, SE Fisheries SCenter, Panama City, FL",1,False,24624
"NOAA/NMFS, NE Reg. Office, Gloucester, Massachusetts",1,False,24625
"NOAA/NMFS, NE Fisheries Sci Center, Woods Hole, MA",1,False,24626
"NOAA/NMFS, NE Fisheries Sci. Center, Narragansett, RI",1,False,24627
"School of Environment and Natural Resources, The Ohio State University",1,False,24619
"European Commission, Joint Research Centere, Institute for Environment and Sustainability, Ispra Varese, Italy",2,False,18032
"Dept. of Civil and Environmental Engineering, Northwestern University,  Evanston, IL",1,False,27509
UC San Diego,1,False,27208
"Scripps Institution of Oceanography, Univ of California",1,False,12888
Yaak Valley Forest Council,1,False,18146
Birchdale Ecological,2,False,18147
"MT Fish, Wildlife, and Parks",1,False,18148
"INRS, Quebec",1,False,27216
Institut National de la Recherche Scientifique,2,False,25321
"Shenzhen Branch of China National Offshore Oil Corporation Ltd., Shenzhen 518067, China",1,False,27163
"Zhanjiang Branch of China National Offshore Oil Corporation Ltd., Zhanjiang, 524057, China",1,False,27164
"Institute of Oceanology, Chinese Academy of Sciences, Qingdao, 266071, China",1,False,27165
"Statoil ASA, Inc.",1,False,27158
"JOGMEC, Inc.",1,False,27159
"USGS Contractor, Minerals & Environmental Resources Sci Ctr",2,False,6785
"Division of Community and Natural Resources, American Samoa Community College",1,False,24622
"University of Hawaii, Hawaii Cooperative Studies Unit",1,False,13356
University of Hawaii at Hilo Cooperative Studies Unit,2,False,13385
South Carolina State Museum,1,False,27137
Alabama Geological Survey,1,False,27138
Faculty of Sciences University Tunis el Manar,1,False,24581
"University of Badji Mokhtar Annaba, Algeria",1,False,24582
"NOAA and Cooperative Institute for Marine and Atmospheric Studies, UM",2,False,26959
"National Commission for Knowledge and Use of Biodiversity (CONABIO), Mexico",1,False,27366
"NASA UAV Collaborative, Moffet Field, CA",2,False,26962
U of CA Dept of Botany and Plant Sciences,4,False,12741
"San Francisco State University, San Francisco, CA",2,False,24748
"Ifremer, Centre de Brest, France",1,False,18891
"Ifremer, Centre of Brest, and Ifremer, Centre de Sete, France",1,False,18892
"California Department of Fish and Wildlife, Marine Wildlife Veterinary Care and Research Ctr.",1,False,18888
University of New Brunswick,2,False,18889
"National Ecological Observatory Network Inc and Institute of Alpine and Arctic Research, University of Colorado, Boulder",1,False,16596
"Dept. of Wildland Resources and the Ecology Center, Utah State University, Logan, UT",2,False,18962
Sea to Shore Alliance,1,False,26955
University of Central Florida,3,False,18879
"Cary Institute of Ecosystem Studies, Millbrook, NY, USA",3,False,7188
"University of Minnesota, Department of Ecology, Evolution and Behavior",1,False,20320
"Limnology Laboratory, Departamento de Oceanografia e Limnologia, Pós-graduação em Ecologia, Universidade Federal do Rio Grande do Norte, Natal",1,False,20321
"Department of Biology Indiana University, Bloomington, IN",2,False,20322
"Department of Biology, University of St. Thomas, St. Paul, MN",1,False,20323
"Molecular Conservation Genetics Laboratory, University of Wisconsin-Stevens Point",1,False,12787
"Division of Forestry and Natural Resources, West Virginia University",4,False,16210
National Oceanic and Atmopheric Administration,1,False,16685
"NOAA, National Marine Fisheries Service, Pacific Islands Fisheries Science Center, 1845 Wasp Boulevard, Building 176, Honolulu, HI 96818.",2,False,7109
EcoSmart Research,1,False,16639
University of Tasmania,4,False,16141
University College Dublin,1,False,18091
The University of Auckland,1,False,13376
"Geology Department, The University of Auckland, Private Bag 92019, Auckland, New Zealand",1,False,7251
"USACE, Coastal and Hydraulic Laboratory",1,False,15290
"Limno Tech, Inc.",1,False,15291
USEPA Region V,1,False,15293
U. Texas - Arlington,1,False,27511
"Dept of Earth and Environment, Boston University",1,False,27508
University of Minnesota : East China Normal University,1,False,16716
